"Id";"Id Siecle";"Type";"Nom";"Prénom";"Login";"Alias de login";"Code d'activation";"Fonction(s)";"Structure(s)";"Classe(s)";"Enfant(s)";"Parent(s)"
"1101343";"";"Parent";"SEBASTIANI001";"Loay";"loay.sebastiani001";"loay.sebastiani001";"3pypnyc6";"";"LGT-BREQUIGNY-RENNES";"102";"Berzan RANDAZZO001";""
"1082336";"";"Parent";"SEBASTIANI001";"Muhamed";"muhamed.sebastiani001";"muhamed.sebastiani001";"3zgmp8tt";"";"LGT-BREQUIGNY-RENNES";"BTS1SNEC";"Miia MEHTA001";""
"1438414";"";"Parent";"SECHI001";"Aravind";"aravind.sechi001";"aravind.sechi001";"emfcyrn6";"";"LGT-BREQUIGNY-RENNES";"T08";"Rubis MEDICI001";""
"582189";"";"Parent";"SECHI001";"Matylda";"matylda.sechi001";"matylda.sechi001";"gtnsndhj";"";"LGT-BREQUIGNY-RENNES";"112";"Eneour GIOIA001";""
"621123";"";"Parent";"SEDAI001";"Lee-Roy";"lee-roy.sedai001";"lee-roy.sedai001";"cgpcjyj9";"";"LGT-BREQUIGNY-RENNES";"BTS2CG";"Kathelyne BOYD001";""
"1637565";"";"Parent";"SEDHAI001";"Chainese";"chainese.sedhai0013";"chainese.sedhai0013";"d7hwnzmr";"";"LGT-BREQUIGNY-RENNES";"205";"Pascal MELE001";""
"1137968";"";"Parent";"SEEMA001";"Ermance";"ermance.seema001";"ermance.seema001";"acsm4jra";"";"LGT-BREQUIGNY-RENNES";"BTS2CG";"Husayn ADAMS001";""
"409010";"";"Parent";"GREANEY001";"Houssame";"iman.seema001";"iman.seema001";"ak4d53c4";"";"LGT-BREQUIGNY-RENNES";"T01";"Ivon DAHAL001";"Éphraïm LOGAN001, Jean-Mael SHAM001"
"559067";"";"Parent";"SEEMA001";"Tamsin";"tamsin.seema001";"tamsin.seema001";"pdbm8f9f";"";"LGT-BREQUIGNY-RENNES";"TST2S2";"Ohanna BAHUN001";""
"1870114";"";"Parent";"SEENA001";"Benedita";"benedita.seena001";"benedita.seena001";"ssfexs4p";"";"LGT-BREQUIGNY-RENNES";"TST2S3";"Juline MAZZEO001";""
"627497";"";"Parent";"SEENA001";"Shean";"shean.seena001";"shean.seena001";"ew6aterz";"";"LGT-BREQUIGNY-RENNES";"T02";"Biaggio GHARTIMAGAR001";""
"289586";"";"Parent";"SEEZA001";"Lorelyne";"lorelyne.seeza001";"lorelyne.seeza001";"33h9ed86";"";"LGT-BREQUIGNY-RENNES";"TSTI2D2";"Armandino CAULAGAI001";""
"1068406";"";"Parent";"SEJUWAL001";"Amé";"ame.sejuwal001";"ame.sejuwal001";"whsny7nt";"";"LGT-BREQUIGNY-RENNES";"111";"Moutoussamy CIOFFI001";""
"1977460";"";"Parent";"SEJUWAL001";"Atlan";"atlan.sejuwal001";"atlan.sejuwal001";"gwbpgykb";"";"LGT-BREQUIGNY-RENNES";"DCG3";"Pierre-Claude STEVENSON001";""
"381142";"";"Parent";"SEJUWAL001";"Tery";"tery.sejuwal0012";"tery.sejuwal0012";"r67cd9yk";"";"LGT-BREQUIGNY-RENNES";"107";"Gina-Maria GARSKE001";""
"1094720";"";"Parent";"SEKHA001";"Assadillah";"assadillah.sekha001";"assadillah.sekha001";"etv5pbnc";"";"LGT-BREQUIGNY-RENNES";"204";"Thaïssa TAMANNI001";""
"1550870";"";"Parent";"SEKHA001";"Ezan";"ezan.sekha001";"ezan.sekha001";"bn7tfnys";"";"LGT-BREQUIGNY-RENNES";"1STMG4";"Anne-Chantal GORMAN001";""
"1963048";"";"Parent";"SEKHA001";"Zoan";"zoan.sekha001";"zoan.sekha001";"gmfmnffp";"";"LGT-BREQUIGNY-RENNES";"TST2S1";"Zaiya MAHAMOOD001";""
"762775";"";"Parent";"SEKHIN001";"Arina";"arina.sekhin001";"arina.sekhin001";"jacznb4s";"";"LGT-BREQUIGNY-RENNES";"111";"Jacquie GREENING001";""
"691728";"";"Parent";"SEMPLE001";"Diya";"diya.semple001";"diya.semple001";"dygjftcg";"";"LGT-BREQUIGNY-RENNES";"BTS1ABM";"Kyriane MUNNELLY001";""
"1614224";"";"Parent";"SEMPLE001";"Edlyne";"edlyne.semple001";"edlyne.semple001";"77k73mf4";"";"LGT-BREQUIGNY-RENNES";"DCG1";"Cesaire RIZNEE001";""
"1920798";"";"Parent";"SEMPLE001";"Jamila";"jamila.semple001";"jamila.semple001";"68jgmx86";"";"LGT-BREQUIGNY-RENNES";"BTS2ATI";"Sohën REMIT001";""
"881595";"";"Parent";"SEMPLE001";"Jeanne-Sophie";"jeanne-sophie.semple001";"jeanne-sophie.semple001";"ce4vww7p";"";"LGT-BREQUIGNY-RENNES";"111, 104";"Fatimazahra MANIKU001, Servanne KAPAD001";""
"1818410";"";"Parent";"SEMPLE001";"Laliya";"laliya.semple001";"laliya.semple001";"vzvemtzy";"";"LGT-BREQUIGNY-RENNES";"TST2S3";"Mezyan SHRESTHA001";""
"1887688";"";"Parent";"SENA001";"Ersan";"ersan.sena001";"ersan.sena001";"njpcbvrh";"";"LGT-BREQUIGNY-RENNES";"BTS1SNEC";"Esmael HAMMAD001";""
"624100";"";"Parent";"SENIOR001";"Carméla";"carmela.senior001";"carmela.senior001";"a4exj4sc";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"Jhovany QUINLAN001";""
"414453";"";"Parent";"SENOU001";"Marie-Josephe";"marie-josephe.senou001";"marie-josephe.senou001";"h36rbcdd";"";"LGT-BREQUIGNY-RENNES";"111";"Ayron SILVESTRI001";""
"886544";"";"Parent";"SENOU001";"Marie-Josephe";"marie-josephe.senou0012";"marie-josephe.senou0012";"vbgk7w6j";"";"LGT-BREQUIGNY-RENNES";"1STMG3";"Hayem JOLAH001";""
"1716457";"";"Parent";"SERACAN001";"Archangele";"archangele.seracan0012";"archangele.seracan0012";"4ghtxfj4";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"Thimeo SANDERS001";""
"615862";"";"Parent";"SERACAN001";"Ouleymatou";"ouleymatou.seracan001";"ouleymatou.seracan001";"ndv5d9hm";"";"LGT-BREQUIGNY-RENNES";"TSTMG3";"Elsi CAPRA001";""
"1681059";"";"Parent";"SERIOUS001";"Taymiyya";"taymiyya.serious0012";"taymiyya.serious0012";"wcmy3mmc";"";"LGT-BREQUIGNY-RENNES";"TSTMG5";"Imtiaz DIABY001";""
"3594";"";"Parent";"SERMA001";"Sadjy";"sadjy.serma001";"sadjy.serma001";"4t5r8z7t";"";"LGT-BREQUIGNY-RENNES";"211";"Ngoc SHARMAN001";""
"488328";"";"Parent";"SERPENI001";"Maëline";"maeline.serpeni001";"maeline.serpeni001";"c8tc74f5";"";"LGT-BREQUIGNY-RENNES";"TSTI2D3";"Pierre-Augustin HAMEEZ001";""
"1405823";"";"Parent";"SERPINI001";"Michèle";"michele.serpini001";"michele.serpini001";"ksnhwymx";"";"LGT-BREQUIGNY-RENNES";"BTS2SNIR";"Lindo TANGARA001";""
"107831";"";"Parent";"SERPINI001";"Nidhal";"nidhal.serpini001";"nidhal.serpini001";"3v64dvxj";"";"LGT-BREQUIGNY-RENNES";"BTS2GPME";"Noann BUTT001";""
"1543244";"";"Parent";"SERPINI001";"Rubis";"rubis.serpini001";"rubis.serpini001";"p4pysm39";"";"LGT-BREQUIGNY-RENNES";"110";"Dhia-Eddine ALAMA001";""
"1436517";"";"Parent";"SESA001";"Horatio";"horatio.sesa001";"horatio.sesa001";"hdxgwpnj";"";"LGT-BREQUIGNY-RENNES";"DCG2";"Gerlinde DENNEHY001";""
"1462856";"";"Parent";"SESA001";"Kelhya";"kelhya.sesa001";"kelhya.sesa001";"j6fxbgmy";"";"LGT-BREQUIGNY-RENNES";"BTS1SNEC";"Smaine PEROU001";""
"327297";"";"Parent";"SESSA001";"Leewan";"leewan.sessa001";"leewan.sessa001";"ywzj7mwa";"";"LGT-BREQUIGNY-RENNES";"TSTMG1";"Dunvel DAVIES001";""
"538916";"";"Parent";"SESSA001";"Michel-Pierre";"michel-pierre.sessa0012";"michel-pierre.sessa0012";"ra7ngbk7";"";"LGT-BREQUIGNY-RENNES";"TSTI2D1";"Ryad SHAUKATH001";""
"936617";"";"Parent";"SETI001";"Keliam";"keliam.seti001";"keliam.seti001";"de8rzckc";"";"LGT-BREQUIGNY-RENNES";"206";"Ivone WASEEM001";""
"922895";"";"Parent";"SEYMOUR001";"Momen";"momen.seymour001";"momen.seymour001";"cfpx5nt5";"";"LGT-BREQUIGNY-RENNES";"BTS2SNIR";"Lennys FEEHAN001";""
"1547732";"";"Parent";"SHAAHEEN001";"Abd'allah";"abdallah.shaaheen001";"abdallah.shaaheen001";"a5zgnvh5";"";"LGT-BREQUIGNY-RENNES";"BTS2ABM";"Mauve KANU001";""
"611974";"";"Parent";"SHAAHEEN001";"Mendhy";"mendhy.shaaheen0012";"mendhy.shaaheen0012";"yvwsryw4";"";"LGT-BREQUIGNY-RENNES";"204";"Alev ROBBINS001";""
"1322023";"";"Parent";"SHAAN001";"Thimothy";"thimothy.shaan001";"thimothy.shaan001";"7sjb7ckc";"";"LGT-BREQUIGNY-RENNES";"201";"Zophia GOBBI001";""
"603520";"";"Parent";"BHURTEL001";"Anaël";"solune.shabana001";"solune.shabana001";"ygxxpy6n";"";"LGT-BREQUIGNY-RENNES";"1STI2D2";"Jean-Camille NIYAZA001";"Marie-Prisca LUONGO001, Matheïs FARRELL001"
"394917";"";"Parent";"SHABEENA001";"Rebeca";"rebeca.shabeena001";"rebeca.shabeena001";"5yh7yrva";"";"LGT-BREQUIGNY-RENNES";"201";"Kelvine AMIR001";""
"1076116";"";"Parent";"SHABEENA001";"Shayane";"shayane.shabeena001";"shayane.shabeena001";"xkw8smwy";"";"LGT-BREQUIGNY-RENNES";"DCG2";"Shun KANE001";""
"1428061";"";"Parent";"SHADHIYA001";"Herby";"herby.shadhiya001";"herby.shadhiya001";"5cm6tahg";"";"LGT-BREQUIGNY-RENNES";"202";"Ézéquiel TOTARO001";""
"520442";"";"Parent";"SHADHIYA001";"Olya";"olya.shadhiya001";"olya.shadhiya001";"sge6ewyb";"";"LGT-BREQUIGNY-RENNES";"BTS1ABM";"Sokona VANJAR001";""
"1381248";"";"Parent";"SHADIYA001";"Great";"great.shadiya001";"great.shadiya001";"66ntyfxf";"";"LGT-BREQUIGNY-RENNES";"110";"Elon VELWASE001";""
"659628";"";"Parent";"SHAFA001";"Athis";"athis.shafa001";"athis.shafa001";"bfzprfkp";"";"LGT-BREQUIGNY-RENNES";"215";"Brithney YAGER001";""
"439165";"";"Parent";"SHAFEE001";"Eris";"eris.shafee001";"eris.shafee001";"cgepsyx3";"";"LGT-BREQUIGNY-RENNES";"202";"Leyhan VIDARI001";""
"552087";"";"Parent";"SHAFEE001";"Joel";"joel.shafee0012";"joel.shafee0012";"t9t7rskd";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"Cristofe SHAKEEL001";""
"605661";"";"Parent";"SHAFEEG001";"Shannel";"shannel.shafeeg001";"shannel.shafeeg001";"j6kxdgr7";"";"LGT-BREQUIGNY-RENNES";"207";"Hichma TESSOUGUE001";""
"1222734";"";"Parent";"SHAFEEU001";"Chanone";"chanone.shafeeu0013";"chanone.shafeeu0013";"6vzj46fs";"";"LGT-BREQUIGNY-RENNES";"BTS2SNIR";"Lowik SANDERS001";""
"808266";"";"Parent";"SHAFEEU001";"Saïra";"saira.shafeeu001";"saira.shafeeu001";"mxptm8nz";"";"LGT-BREQUIGNY-RENNES";"210";"Idoïa GUNN001";""
"773407";"";"Parent";"SHAFFAF001";"Adlyne";"adlyne.shaffaf0012";"adlyne.shaffaf0012";"yxdwh3tz";"";"LGT-BREQUIGNY-RENNES";"TSTL1";"Foade BERRY001";""
"1222685";"";"Parent";"SHAFFAF001";"Hillel";"hillel.shaffaf001";"hillel.shaffaf001";"v8wxbwr3";"";"LGT-BREQUIGNY-RENNES";"T06";"Cathalina SANTANGELO001";""
"1596805";"";"Parent";"SHAFIU001";"Mamadou-Lamine";"mamadou-lamine.shafiu001";"mamadou-lamine.shafiu001";"rrwm8vgn";"";"LGT-BREQUIGNY-RENNES";"108";"Wilyam PELEP001";""
"1896627";"";"Parent";"SHAH001";"Badis";"badis.shah001";"badis.shah001";"py4kgcgn";"";"LGT-BREQUIGNY-RENNES";"1ST2S3";"Justyne DHAKAL001";""
"501998";"";"Parent";"SHAHEED001";"Sayfoulla";"sayfoulla.shaheed0012";"sayfoulla.shaheed0012";"gtj6zyfd";"";"LGT-BREQUIGNY-RENNES";"TST2S2";"Aryah BONFANTI001";""
"325583";"";"Parent";"SHAHEEDA001";"Aslane";"aslane.shaheeda001";"aslane.shaheeda001";"v7ghp8a5";"";"LGT-BREQUIGNY-RENNES";"T12";"Lindsey KAMAAL001";""
"1680280";"";"Parent";"SHAHEEDA001";"David";"david.shaheeda001";"david.shaheeda001";"nwjd7xvs";"";"LGT-BREQUIGNY-RENNES";"BTS2ABM";"Maider MULCAHY001";""
"1781415";"";"Parent";"SHAHEEDHA001";"Abdesalam";"abdesalam.shaheedha001";"abdesalam.shaheedha001";"fs8ex7wf";"";"LGT-BREQUIGNY-RENNES";"TSTMG5";"Vesna PACHAI001";""
"1471964";"";"Parent";"SHAHEEM001";"Dina";"dina.shaheem0012";"dina.shaheem0012";"x46nncd4";"";"LGT-BREQUIGNY-RENNES";"TST2S3";"Zelima KOUYATE001";""
"684339";"";"Parent";"SHAHEEM001";"Fortunata";"fortunata.shaheem001";"fortunata.shaheem001";"8vvsfydc";"";"LGT-BREQUIGNY-RENNES";"109";"Lauryne FEDERICI001";""
"1320832";"";"Parent";"SHAHEEM001";"Ivrin";"ivrin.shaheem001";"ivrin.shaheem001";"c3ppxfcw";"";"LGT-BREQUIGNY-RENNES";"1STMG2";"Maïwenn BERTO001";""
"1592649";"";"Parent";"SHAHEEM001";"Ritta";"ritta.shaheem001";"ritta.shaheem001";"htshckbn";"";"LGT-BREQUIGNY-RENNES";"T03";"Toufique DHENG001";""
"1588524";"";"Parent";"SHAHEEMA001";"Diaraye";"diaraye.shaheema001";"diaraye.shaheema001";"xmn5rh5p";"";"LGT-BREQUIGNY-RENNES";"217";"Juneyd GOPALI001";""
"1139337";"";"Parent";"SHAHEENA001";"Jawhar";"jawhar.shaheena001";"jawhar.shaheena001";"ccfj6jwt";"";"LGT-BREQUIGNY-RENNES";"TSTI2D1";"Jo-Anne DAVITT001";""
"1558104";"";"Parent";"SHAHEENA001";"Khaïra";"khaira.shaheena001";"khaira.shaheena001";"b4ckrjc8";"";"LGT-BREQUIGNY-RENNES";"1ST2S1";"Eliass SHUAIB001";""
"709056";"";"Parent";"SHAHEER001";"Melika";"melika.shaheer001";"melika.shaheer001";"6a88k64m";"";"LGT-BREQUIGNY-RENNES";"105";"Nadjwa DUWADI001";""
"1664040";"";"Parent";"SHAHEERA001";"Cameronn";"cameronn.shaheera001";"cameronn.shaheera001";"nvkec76y";"";"LGT-BREQUIGNY-RENNES";"T06";"Marie-Lydia DINI001";""
"786588";"";"Parent";"SHAHEERA001";"Elmir";"elmir.shaheera001";"elmir.shaheera001";"8ctn6se4";"";"LGT-BREQUIGNY-RENNES";"TSTD2A";"Arthurine BOWDEN001";""
"1407680";"";"Parent";"SHAHEERA001";"Samanta";"samanta.shaheera001";"samanta.shaheera001";"hnb6g7vv";"";"LGT-BREQUIGNY-RENNES";"T12";"Jordany HAJAR001";""
"705310";"";"Parent";"SHAHID001";"Aylinn";"aylinn.shahid001";"aylinn.shahid001";"4mtgm9v7";"";"LGT-BREQUIGNY-RENNES";"202";"Zephirine FINNERTY001";""
"735470";"";"Parent";"SHAHID001";"Harley";"harley.shahid001";"harley.shahid001";"47e4tz3a";"";"LGT-BREQUIGNY-RENNES";"202";"Nolene RUTLEDGE001";""
"932353";"";"Parent";"SHAHIDA001";"Jessé";"jesse.shahida001";"jesse.shahida001";"fymkp9y4";"";"LGT-BREQUIGNY-RENNES";"108";"Ritaje SERPENI001";""
"1582263";"";"Parent";"SHAHMA001";"Théo-Paul";"theo-paul.shahma0012";"theo-paul.shahma0012";"wpzanspw";"";"LGT-BREQUIGNY-RENNES";"216";"Andréa YORUW001";""
"189572";"";"Parent";"SHAHULA001";"Nathanaele";"nathanaele.shahula001";"nathanaele.shahula001";"eh6xxpsw";"";"LGT-BREQUIGNY-RENNES";"209";"Jamele PROFT001";""
"1115544";"";"Parent";"SHAHULA001";"Necim";"necim.shahula001";"necim.shahula001";"dm5r673p";"";"LGT-BREQUIGNY-RENNES";"DCG3";"Emerine BIRD001";""
"1648794";"";"Parent";"SHAHUMA001";"Flavienne";"flavienne.shahuma0012";"flavienne.shahuma0012";"xh9e4ny6";"";"LGT-BREQUIGNY-RENNES";"110";"Elmehdi URAVA001";""
"1405669";"";"Parent";"SHAHUMA001";"Lazaro";"lazaro.shahuma001";"lazaro.shahuma001";"ehsd96wx";"";"LGT-BREQUIGNY-RENNES";"DNMADE3";"René STACEY001";""
"717708";"";"Parent";"SHAHUMA001";"Sarah-Rose";"sarah-rose.shahuma001";"sarah-rose.shahuma001";"9e8tmhpg";"";"LGT-BREQUIGNY-RENNES";"T08";"Kénaya LEPORE001";""
"1957850";"";"Parent";"SHAIRA001";"Brenan";"brenan.shaira0012";"brenan.shaira0012";"zr8nme4x";"";"LGT-BREQUIGNY-RENNES";"107";"Sofana NEUPANE001";""
"1244919";"";"Parent";"SHAIRA001";"Maelee";"maelee.shaira001";"maelee.shaira001";"76sw9hm3";"";"LGT-BREQUIGNY-RENNES";"BTS2ABM";"Selly THOMAS001";""
"1407870";"";"Parent";"SHAKEEB001";"Arsène";"arsene.shakeeb001";"arsene.shakeeb001";"hv345nav";"";"LGT-BREQUIGNY-RENNES";"108";"Livian ANGELINI001";""
"186154";"";"Parent";"SHAKEEBA001";"Blanche";"blanche.shakeeba001";"blanche.shakeeba001";"dpn365sg";"";"LGT-BREQUIGNY-RENNES";"1STD2A";"Najed GUINDO001";""
"1598907";"";"Parent";"SHAKEEBA001";"Tymeo";"tymeo.shakeeba0012";"tymeo.shakeeba0012";"gmhs44r9";"";"LGT-BREQUIGNY-RENNES";"T12";"Giordano MEREDITH001";""
"1575543";"";"Parent";"SHAKEEBA001";"Yussra";"yussra.shakeeba001";"yussra.shakeeba001";"wxe8wr7c";"";"LGT-BREQUIGNY-RENNES";"TSTD2A";"Kelie ANEESA001";""
"149610";"";"Parent";"SARKI001";"Sainte";"alaoui.shakeel001";"alaoui.shakeel001";"nvt9bhvp";"";"LGT-BREQUIGNY-RENNES, LG-FRANCOIS RENE DE CHATEAUBRIAND-RENNES";"BTS1SPS, ";"Rozanne ZINAH001, Meryl SI001";""
"44319";"";"Parent";"SHAKEELA001";"Assinat";"assinat.shakeela001";"assinat.shakeela001";"dsmzxdj7";"";"LGT-BREQUIGNY-RENNES";"DCG1";"Lemuel LONGOBARDI001";""
"234092";"";"Parent";"SHAKIR001";"Richie";"richie.shakir001";"richie.shakir001";"4h7heztw";"";"LGT-BREQUIGNY-RENNES";"TSTD2A";"Maurise NEWAR001";""
"148472";"";"Parent";"SHAKOOR001";"Azelie";"azelie.shakoor001";"azelie.shakoor001";"c7h7p7x7";"";"LGT-BREQUIGNY-RENNES";"201";"Bissen BRIAN001";""
"1296607";"";"Parent";"SHAKOOR001";"Danie";"danie.shakoor001";"danie.shakoor001";"s56f8nnb";"";"LGT-BREQUIGNY-RENNES";"TST2S3";"Habibatou COSTA001";""
"206941";"";"Parent";"SHAM001";"Chakil";"chakil.sham001";"chakil.sham001";"7pkenw3b";"";"LGT-BREQUIGNY-RENNES";"1ST2S2";"Deirdre PETRINI001";""
"862940";"";"Parent";"SHAM001";"Korka";"korka.sham001";"korka.sham001";"jdecmj6k";"";"LGT-BREQUIGNY-RENNES";"204";"Fadoua BARAILI001";""
"641196";"";"Parent";"SHAM001";"Océane";"oceane.sham001";"oceane.sham001";"h6xj583r";"";"LGT-BREQUIGNY-RENNES";"107";"Sidoine HORROCKS001";""
"411066";"";"Parent";"SHAM001";"Shanika";"shanika.sham001";"shanika.sham001";"keeej4jn";"";"LGT-BREQUIGNY-RENNES";"202";"Gansiry RANA001";""
"749610";"";"Parent";"SHAMEEM001";"Nayati";"nayati.shameem0012";"nayati.shameem0012";"s7wxvxm4";"";"LGT-BREQUIGNY-RENNES";"BTS2SAM";"Anfel FESTA001";""
"931703";"";"Parent";"SHAMEEMA001";"Nenette";"nenette.shameema001";"nenette.shameema001";"rjrk5r49";"";"LGT-BREQUIGNY-RENNES";"201";"Shilo TULLY001";""
"1054104";"";"Parent";"SHAMEEMA001";"Zazia";"zazia.shameema001";"zazia.shameema001";"4awycf8j";"";"LGT-BREQUIGNY-RENNES";"109";"Yaline HUTTON001";""
"185371";"";"Parent";"SHAMIL001";"Fadoi";"fadoi.shamil001";"fadoi.shamil001";"7mphx4y8";"";"LGT-BREQUIGNY-RENNES";"T02";"Toumani DESSI001";""
"1946250";"";"Parent";"SHAMILA001";"Roch";"roch.shamila001";"roch.shamila001";"k988d7cm";"";"LGT-BREQUIGNY-RENNES";"BTS1GPME";"Lais BUTT001";""
"940996";"";"Parent";"SHAMIN001";"Téhani";"tehani.shamin001";"tehani.shamin001";"wskbk47t";"";"LGT-BREQUIGNY-RENNES";"106";"Lyzéa KAYASTH001";""
"423569";"";"Parent";"SHAMLA001";"Lorian";"lorian.shamla001";"lorian.shamla001";"93kakb3z";"";"LGT-BREQUIGNY-RENNES";"BTS1SAM";"Gracieux CORR001";""
"15555";"";"Parent";"SHAMOON001";"Yaly";"yaly.shamoon001";"yaly.shamoon001";"t5bjvzcw";"";"LGT-BREQUIGNY-RENNES";"T10";"By THAKURAI001";""
"1608598";"";"Parent";"SHAN001";"Glody";"glody.shan001";"glody.shan001";"fajswhej";"";"LGT-BREQUIGNY-RENNES";"207, 211";"Shyma GAGLIANO001, Helicia SHORTALL001";""
"1572638";"";"Parent";"SHAN001";"Una";"una.shan001";"una.shan001";"tvyc4eje";"";"LGT-BREQUIGNY-RENNES";"BTS1SPS";"Adyson GRENNAN001";""
"381392";"";"Parent";"SHAN001";"Wenceslas";"wenceslas.shan001";"wenceslas.shan001";"wsyzn8t5";"";"LGT-BREQUIGNY-RENNES";"BTS1SAM";"Uhaïna PROCTOR001";""
"691575";"";"Parent";"SHANA001";"Franki";"franki.shana001";"franki.shana001";"ggftx984";"";"LGT-BREQUIGNY-RENNES";"1ST2S3";"Helory RAIDAS001";""
"555991";"";"Parent";"SHANA001";"Randolph";"randolph.shana001";"randolph.shana001";"nbmhhbzw";"";"LGT-BREQUIGNY-RENNES";"217";"Ileana YOONUS001";""
"1294061";"";"Parent";"SHANAHAN001";"Ange-François";"ange-francois.shanahan001";"ange-francois.shanahan001";"mrxr7pyk";"";"LGT-BREQUIGNY-RENNES";"215";"Gaêlle POLL001";""
"198265";"";"Parent";"SHANAHAN001";"Margery";"margery.shanahan001";"margery.shanahan001";"njyfs44n";"";"LGT-BREQUIGNY-RENNES";"DCG1";"Tyloé ABBOTT001";""
"1072970";"";"Parent";"SHANEEZA001";"Annelyne";"annelyne.shaneeza001";"annelyne.shaneeza001";"zjx3rb35";"";"LGT-BREQUIGNY-RENNES";"101";"Satia BALZANO001";""
"600633";"";"Parent";"SHANEEZA001";"Romul";"romul.shaneeza001";"romul.shaneeza001";"9xcs4grb";"";"LGT-BREQUIGNY-RENNES";"205";"Dionys VEZZOLI001";""
"651208";"";"Parent";"SHANY001";"Benedikte";"benedikte.shany0012";"benedikte.shany0012";"pycrbmd5";"";"LGT-BREQUIGNY-RENNES";"TSTMG1";"Singrid PERNA001";""
"1269956";"";"Parent";"SHANY001";"Jacques-François";"jacques-francois.shany001";"jacques-francois.shany001";"y8wvxeg5";"";"LGT-BREQUIGNY-RENNES";"T11";"Ange-Pierre RANATHARU001";""
"857140";"";"Parent";"SHARAFIYYA001";"Akshayan";"akshayan.sharafiyya001";"akshayan.sharafiyya001";"zrjsj6me";"";"LGT-BREQUIGNY-RENNES";"T01";"Katja NISHAN001";""
"535078";"";"Parent";"SHAREEF001";"Dominick";"dominick.shareef001";"dominick.shareef001";"gw66smpg";"";"LGT-BREQUIGNY-RENNES";"BTS2SAM";"Athos NIUMA001";""
"972963";"";"Parent";"SHAREEF001";"Lionelle";"lionelle.shareef0012";"lionelle.shareef0012";"tdgh3nc8";"";"LGT-BREQUIGNY-RENNES";"204";"Edelweiss CALABRO001";""
"555213";"";"Parent";"SHAREEF001";"Saül";"saul.shareef001";"saul.shareef001";"k3hrwa4c";"";"LGT-BREQUIGNY-RENNES";"1ST2S3";"Fleurentine NATALE001";""
"358683";"";"Parent";"SHAREEFA001";"Audrine";"audrine.shareefa001";"audrine.shareefa001";"6vdrjpkg";"";"LGT-BREQUIGNY-RENNES";"TSTMG3";"Eyleen PETERSON001";""
"1204598";"";"Parent";"SHAREEFA001";"Nasria";"nasria.shareefa001";"nasria.shareefa001";"txx8k49r";"";"LGT-BREQUIGNY-RENNES";"T03";"Symphorien RICCIARDI001";""
"652029";"";"Parent";"SHARMEELA001";"Quentin";"quentin.sharmeela0012";"quentin.sharmeela0012";"5x8ddary";"";"LGT-BREQUIGNY-RENNES";"217";"Anne-Soizic LONIY001";""
"90925";"";"Parent";"SHAROONA001";"Stéfane";"stefane.sharoona0012";"stefane.sharoona0012";"r93my6rz";"";"LGT-BREQUIGNY-RENNES";"1STD2A";"Alcine PAOLINI001";""
"1983692";"";"Parent";"SHARP001";"Abdelsamad";"abdelsamad.sharp001";"abdelsamad.sharp001";"ez5xxvn4";"";"LGT-BREQUIGNY-RENNES";"101";"Delizia CLARKSON001";""
"727129";"";"Parent";"SHARPE001";"Annaïg";"annaig.sharpe001";"annaig.sharpe001";"4tpexedc";"";"LGT-BREQUIGNY-RENNES";"BTS2GPME";"Lissana ZAMOR-BONGOUI001";""
"1538965";"";"Parent";"SHARPE001";"Eryna";"eryna.sharpe001";"eryna.sharpe001";"nwy4taz5";"";"LGT-BREQUIGNY-RENNES";"111";"Maïssem PALMIERI001";""
"819509";"";"Parent";"SHARPE001";"Zenabou";"zenabou.sharpe0012";"zenabou.sharpe0012";"ncdmkgn3";"";"LGT-BREQUIGNY-RENNES";"208";"Natassia QUINN001";""
"1723328";"";"Parent";"SHARUMEELA001";"Elhea";"elhea.sharumeela001";"elhea.sharumeela001";"wtttnanx";"";"LGT-BREQUIGNY-RENNES";"BTS2SPS";"Marie-Alexia SWARA001";""
"1012047";"";"Parent";"SHATHIRA001";"Lisa-May";"lisa-may.shathira001";"lisa-may.shathira001";"8ffhgprk";"";"LGT-BREQUIGNY-RENNES";"DNMADE1";"Jordanna BARMA001";""
"1167507";"";"Parent";"SHAUGEE001";"Ashley";"ashley.shaugee001";"ashley.shaugee001";"fzfjkxmb";"";"LGT-BREQUIGNY-RENNES";"T08";"Hilena TALL001";""
"1279381";"";"Parent";"SHAUKATH001";"Zoha";"zoha.shaukath001";"zoha.shaukath001";"gdygp4t3";"";"LGT-BREQUIGNY-RENNES";"1STI2D1";"Kristof SHABEEN001";""
"1443453";"";"Parent";"SHAUNA001";"Jules";"jules.shauna001";"jules.shauna001";"5vy94vwb";"";"LGT-BREQUIGNY-RENNES";"T03";"Misa AMIN001";""
"1229348";"";"Parent";"SHAUNA001";"Vaiana";"vaiana.shauna0012";"vaiana.shauna0012";"exz5w5c3";"";"LGT-BREQUIGNY-RENNES";"112";"Sylviane SARADAR001";""
"655847";"";"Parent";"SHAZEEN001";"Marie-Benoite";"marie-benoite.shazeen001";"marie-benoite.shazeen001";"7k5rzprk";"";"LGT-BREQUIGNY-RENNES";"203";"Stephania DAVIDSON001";""
